LAT,LON,YEAR,MO,DY,WS2M,T2M,RH2M,PS,T2MDEW,PRECTOTCORR
29.75,76.25,2024,9,27,1.94,30.46,65.94,97.67,22.63,0.85
29.75,76.75,2024,9,27,1.75,29.41,71.04,97.54,23.1,1.4
29.75,77.25,2024,9,27,1.55,28.15,78.88,97.33,23.84,2.53
29.75,77.75,2024,9,27,1.36,27.18,83.82,96.63,24.08,4.97
29.75,78.25,2024,9,27,1.22,26.14,85.43,94.78,23.4,12.26
29.75,78.75,2024,9,27,1.18,23.85,88.41,90.87,21.7,30.79
29.75,79.25,2024,9,27,1.17,21.13,89.21,86.17,19.19,51.1
29.75,79.75,2024,9,27,1.18,18.81,90.27,82.64,17.11,71.49
29.75,80.25,2024,9,27,1.11,16.19,90.83,78.78,14.64,79.45
29.75,80.75,2024,9,27,0.94,12.83,91.01,73.9,11.34,74.03
30.25,73.25,2024,9,27,2.27,32.93,55.19,98.31,21.89,0.06
30.25,73.75,2024,9,27,2.17,32.19,59.06,98.21,22.37,0.09
30.25,74.25,2024,9,27,2.05,32.22,58.76,98.09,22.36,0.23
30.25,74.75,2024,9,27,1.95,32.05,58.67,97.96,22.16,0.36
30.25,75.25,2024,9,27,1.87,31.64,59.71,97.81,22.06,0.51
30.25,75.75,2024,9,27,1.81,31.03,61.87,97.66,22.15,0.79
30.25,76.25,2024,9,27,1.76,30.4,64.22,97.51,22.27,1.34
30.25,76.75,2024,9,27,1.53,28.87,71.22,96.72,22.71,2.73
30.25,77.25,2024,9,27,1.35,26.94,80.15,95.1,22.99,4.6
30.25,77.75,2024,9,27,1.2,25.01,85.86,92.46,22.39,7.64
30.25,78.25,2024,9,27,1.12,22.84,88.15,88.51,20.69,14.07
30.25,78.75,2024,9,27,1.21,19.61,91.75,82.83,18.17,27.66
30.25,79.25,2024,9,27,1.25,16.15,92.48,77.02,14.86,33.73
30.25,79.75,2024,9,27,1.5,12.46,92.3,71.29,11.17,34.73
30.25,80.25,2024,9,27,1.66,8.91,91.75,66.24,7.58,40.38
30.25,80.75,2024,9,27,1.57,5.54,91.57,62.05,4.21,49.73
30.75,73.25,2024,9,27,2.27,32.75,54.43,98.24,21.57,0.06
30.75,73.75,2024,9,27,2.11,32.34,56.41,98.15,21.78,0.07
30.75,74.25,2024,9,27,2,32.49,55.21,98.05,21.57,0.12
30.75,74.75,2024,9,27,1.88,32.18,56.01,97.92,21.49,0.23
30.75,75.25,2024,9,27,1.77,31.56,58.5,97.76,21.67,0.51
30.75,75.75,2024,9,27,1.67,30.77,61.89,97.51,22.03,1.07
30.75,76.25,2024,9,27,1.6,29.97,64.94,97.11,22.24,2.05
30.75,76.75,2024,9,27,1.41,26.89,75.59,93.96,21.95,4.25
30.75,77.25,2024,9,27,1.24,23.51,83.28,88.99,20.38,6.67
30.75,77.75,2024,9,27,1.13,20.44,87.24,83.92,18.15,7.75
30.75,78.25,2024,9,27,1.15,17.19,88.61,78.53,15.18,7.65
30.75,78.75,2024,9,27,1.31,12.24,90.41,70.72,10.64,8.24
30.75,79.25,2024,9,27,1.58,8.27,89.61,64.72,6.54,8.2
30.75,79.75,2024,9,27,1.9,5.9,87.64,60.36,3.79,11.03
30.75,80.25,2024,9,27,2.15,4.51,86.48,57.85,2.19,16.01
30.75,80.75,2024,9,27,2.26,3.43,87.18,56.74,1.28,22.44
26.25,73.25,2024,9,28,1.3,28.71,81.21,97.65,24.99,1.43
26.25,73.75,2024,9,28,1.16,28.12,82.41,97.02,24.68,1.36
26.25,74.25,2024,9,28,1.09,27.65,83.03,96.12,24.35,1.29
26.25,74.75,2024,9,28,1.14,27.4,84.39,96.07,24.4,1.62
26.25,75.25,2024,9,28,1.25,27.25,85.88,96.47,24.55,2.6
26.25,75.75,2024,9,28,1.34,27.06,87.16,96.99,24.63,3.85
26.25,76.25,2024,9,28,1.28,26.75,88.19,97.32,24.55,4.32
26.25,76.75,2024,9,28,1.08,26.24,88.69,97.33,24.15,2.55
26.25,77.25,2024,9,28,0.89,25.95,88.48,97.42,23.84,1.52
26.25,77.75,2024,9,28,0.79,26.04,88.26,97.68,23.88,2.2
26.25,78.25,2024,9,28,0.86,26.43,88.61,98.13,24.31,5.17
26.25,78.75,2024,9,28,1.12,26.85,89.91,98.59,24.98,10.72
26.25,79.25,2024,9,28,1.66,26.77,90.98,98.82,25.12,14.1
26.25,79.75,2024,9,28,1.91,26.8,91.06,98.99,25.17,18.4
26.25,80.25,2024,9,28,2.01,26.85,90.81,99.11,25.17,23.4
26.25,80.75,2024,9,28,2.01,26.86,90.61,99.21,25.14,27.56
26.75,73.25,2024,9,28,1.54,29.19,76.71,97.27,24.41,0.88
26.75,73.75,2024,9,28,1.2,28.58,79.53,96.99,24.46,0.96
26.75,74.25,2024,9,28,1.21,28.15,80.16,96.49,24.19,0.66
26.75,74.75,2024,9,28,1.32,27.35,83.82,96.16,24.2,0.67
26.75,75.25,2024,9,28,1.46,26.78,86.88,96.17,24.28,1.13
26.75,75.75,2024,9,28,1.57,26.54,88.17,96.46,24.32,2.01
26.75,76.25,2024,9,28,1.57,26.31,88.97,96.81,24.27,2.98
26.75,76.75,2024,9,28,1.26,26.21,88.82,97.33,24.16,2.75
26.75,77.25,2024,9,28,0.97,26.1,88.28,97.85,23.94,1.81
26.75,77.75,2024,9,28,0.87,26.07,87.94,98.28,23.85,1.19
26.75,78.25,2024,9,28,0.97,26.25,88.08,98.57,24.06,1.68
26.75,78.75,2024,9,28,1.08,26.79,88.62,98.73,24.68,3.83
26.75,79.25,2024,9,28,1.54,26.8,90.22,98.83,25.01,7.02
26.75,79.75,2024,9,28,1.9,26.84,90.48,98.93,25.09,12.23
26.75,80.25,2024,9,28,2.21,26.83,90.34,99.03,25.06,19.77
26.75,80.75,2024,9,28,2.45,26.7,90.28,99.15,24.92,26.59
27.25,73.25,2024,9,28,1.78,30.37,69.01,97.16,23.54,0.63
27.25,73.75,2024,9,28,1.39,29.7,72.56,96.99,23.76,0.79
27.25,74.25,2024,9,28,1.44,28.85,75.36,96.7,23.69,0.45
27.25,74.75,2024,9,28,1.48,27.5,81.5,96.25,23.8,0.33
27.25,75.25,2024,9,28,1.55,26.34,86.81,95.88,23.85,0.45
27.25,75.75,2024,9,28,1.68,25.73,89.46,95.79,23.79,0.89
27.25,76.25,2024,9,28,1.86,25.62,89.94,96.16,23.78,1.82
27.25,76.75,2024,9,28,1.67,26.07,89.81,97.31,24.21,2.64
27.25,77.25,2024,9,28,1.25,26.33,88.68,98.02,24.25,2.55
27.25,77.75,2024,9,28,1.03,26.25,88.32,98.39,24.11,2.08
27.25,78.25,2024,9,28,1.07,26.1,88.72,98.57,24.05,2.02
27.25,78.75,2024,9,28,1.12,26.62,88,98.64,24.41,3.37
27.25,79.25,2024,9,28,1.48,26.92,89.15,98.74,24.91,7.3
27.25,79.75,2024,9,28,2.03,26.93,89.76,98.85,25.04,16.66
27.25,80.25,2024,9,28,2.58,26.73,89.78,98.96,24.85,25.77
27.25,80.75,2024,9,28,2.93,26.35,89.44,99.08,24.42,28.77
27.75,73.25,2024,9,28,1.85,31.83,61.48,97.47,22.72,0.45
27.75,73.75,2024,9,28,1.74,31.24,64,97.26,22.8,0.5
27.75,74.25,2024,9,28,1.85,29.87,69.25,96.99,23.02,0.26
27.75,74.75,2024,9,28,1.76,28.14,76.88,96.58,23.33,0.17
27.75,75.25,2024,9,28,1.66,26.55,83.87,96.17,23.45,0.21
27.75,75.75,2024,9,28,1.67,25.52,88.39,96.01,23.4,0.48
27.75,76.25,2024,9,28,1.88,25.3,89.84,96.41,23.47,1.19
27.75,76.75,2024,9,28,2.03,25.77,90.79,97.39,24.1,2.07
27.75,77.25,2024,9,28,1.77,26.25,90.04,98.06,24.43,2.96
27.75,77.75,2024,9,28,1.5,26.32,89.52,98.36,24.4,3.8
27.75,78.25,2024,9,28,1.42,26.12,89.64,98.43,24.24,4.95
27.75,78.75,2024,9,28,1.59,26.36,89.19,98.54,24.39,7.17
27.75,79.25,2024,9,28,2.01,26.65,89.86,98.66,24.79,13.85
27.75,79.75,2024,9,28,2.59,26.48,90.71,98.76,24.78,25.19
27.75,80.25,2024,9,28,2.96,26.06,90.99,98.86,24.42,31.46
27.75,80.75,2024,9,28,2.92,25.6,90.4,98.99,23.87,28.57
28.25,73.25,2024,9,28,1.87,32.91,56.69,97.99,22.27,0.35
28.25,73.75,2024,9,28,2.05,32.36,58.44,97.72,22.15,0.25
28.25,74.25,2024,9,28,2.3,30.94,63.91,97.47,22.49,0.14
28.25,74.75,2024,9,28,2.21,29.3,70.81,97.23,22.91,0.09
28.25,75.25,2024,9,28,1.99,27.75,77.36,97.05,23.14,0.12
28.25,75.75,2024,9,28,1.83,26.53,82.64,97.03,23.19,0.26
28.25,76.25,2024,9,28,1.85,25.84,86.56,97.35,23.35,0.62
28.25,76.75,2024,9,28,2.15,25.76,89.54,97.71,23.84,1.37
28.25,77.25,2024,9,28,2.32,26.01,90.49,98.06,24.27,2.43
28.25,77.75,2024,9,28,2.39,26.11,90.66,98.25,24.41,4.55
28.25,78.25,2024,9,28,2.44,25.99,90.81,98.31,24.33,7.45
28.25,78.75,2024,9,28,2.61,25.94,91.16,98.44,24.34,9.88
28.25,79.25,2024,9,28,2.86,25.93,91.61,98.54,24.42,16.91
28.25,79.75,2024,9,28,2.96,25.63,92.19,98.57,24.24,23.17
28.25,80.25,2024,9,28,2.76,25.3,92.06,98.55,23.88,23.26
28.25,80.75,2024,9,28,2.25,25.1,90.47,98.31,23.39,18.42
28.75,73.25,2024,9,28,1.96,33.36,54.32,98.38,22.03,0.36
28.75,73.75,2024,9,28,2.15,32.76,56.25,98.13,21.91,0.18
28.75,74.25,2024,9,28,2.39,31.64,60.62,97.98,22.18,0.1
28.75,74.75,2024,9,28,2.43,30.41,65.6,97.87,22.55,0.07
28.75,75.25,2024,9,28,2.34,29.21,70.32,97.81,22.78,0.08
28.75,75.75,2024,9,28,2.16,28.08,74.76,97.82,22.87,0.13
28.75,76.25,2024,9,28,2,27.01,79.66,97.92,22.99,0.23
28.75,76.75,2024,9,28,2.17,26.26,84.93,97.97,23.37,0.79
28.75,77.25,2024,9,28,2.44,25.99,88.05,98.05,23.76,1.41
28.75,77.75,2024,9,28,2.64,25.92,89.39,98.12,23.96,3.41
28.75,78.25,2024,9,28,2.71,25.81,89.88,98.15,23.95,6.77
28.75,78.75,2024,9,28,2.62,25.45,91.03,98.17,23.83,10.15
28.75,79.25,2024,9,28,2.64,25.08,90.93,97.81,23.47,12.69
28.75,79.75,2024,9,28,2.39,24.76,90.48,97.22,23.06,14
28.75,80.25,2024,9,28,1.85,24.25,89.9,96,22.44,12.83
28.75,80.75,2024,9,28,1.22,23.59,88.8,94.11,21.56,10.48
29.25,73.25,2024,9,28,1.98,33.35,52.76,98.53,21.63,0.38
29.25,73.75,2024,9,28,2,32.6,55.94,98.35,21.78,0.22
29.25,74.25,2024,9,28,2.09,31.83,59.16,98.26,21.97,0.12
29.25,74.75,2024,9,28,2.19,30.91,63.21,98.18,22.29,0.08
29.25,75.25,2024,9,28,2.25,30.06,66.42,98.11,22.46,0.1
29.25,75.75,2024,9,28,2.23,29.3,68.7,98.05,22.44,0.12
29.25,76.25,2024,9,28,2.13,28.45,71.5,98.01,22.43,0.11
29.25,76.75,2024,9,28,2.15,27.46,76.53,97.96,22.66,0.3
29.25,77.25,2024,9,28,2.09,26.64,81.64,97.93,23.03,0.55
29.25,77.75,2024,9,28,1.96,26.23,84.33,97.86,23.23,1.35
29.25,78.25,2024,9,28,1.81,25.94,84.81,97.52,23.04,3.04
29.25,78.75,2024,9,28,1.65,24.93,86.03,96.42,22.32,5.75
29.25,79.25,2024,9,28,1.64,23.12,87.16,93.65,20.82,6.42
29.25,79.75,2024,9,28,1.5,21.86,87.83,91.35,19.7,9.24
29.25,80.25,2024,9,28,1.18,20.76,88.02,88.81,18.62,11.02
29.25,80.75,2024,9,28,0.83,19.42,88.21,85.59,17.32,10.76
29.75,73.25,2024,9,28,1.88,32.93,53.11,98.58,21.42,0.35
29.75,73.75,2024,9,28,1.76,32.14,56.78,98.45,21.71,0.26
29.75,74.25,2024,9,28,1.73,31.72,58.58,98.33,21.78,0.15
29.75,74.75,2024,9,28,1.81,31.14,61.04,98.22,21.89,0.1
29.75,75.25,2024,9,28,1.91,30.59,62.85,98.1,21.92,0.1
29.75,75.75,2024,9,28,1.95,30.11,63.86,97.99,21.85,0.12
29.75,76.25,2024,9,28,1.93,29.59,65.03,97.89,21.8,0.12
29.75,76.75,2024,9,28,1.82,28.72,68.81,97.76,21.97,0.08
29.75,77.25,2024,9,28,1.5,27.51,75.97,97.54,22.56,0.2
29.75,77.75,2024,9,28,1.21,26.53,80.72,96.82,22.73,0.6
29.75,78.25,2024,9,28,1.08,25.41,81.98,94.96,21.92,1.31
29.75,78.75,2024,9,28,1.07,22.91,83.41,91.02,19.79,2.24
29.75,79.25,2024,9,28,1.01,19.95,84.66,86.32,17.18,4.05
29.75,79.75,2024,9,28,1,17.84,85.53,82.75,15.28,6.94
29.75,80.25,2024,9,28,0.98,15.6,86.46,78.87,13.24,8.94
29.75,80.75,2024,9,28,0.95,12.61,88.04,73.99,10.58,9.57
30.25,73.25,2024,9,28,1.69,32.31,54.59,98.55,21.38,0.29
30.25,73.75,2024,9,28,1.48,31.8,56.97,98.44,21.54,0.28
30.25,74.25,2024,9,28,1.47,31.84,56.19,98.32,21.28,0.2
30.25,74.75,2024,9,28,1.56,31.66,56.15,98.18,21.02,0.12
30.25,75.25,2024,9,28,1.62,31.21,57.52,98.03,21,0.08
30.25,75.75,2024,9,28,1.59,30.59,59.97,97.87,21.21,0.08
30.25,76.25,2024,9,28,1.47,30.04,62.09,97.73,21.35,0.1
30.25,76.75,2024,9,28,1.29,28.64,68.04,96.92,21.62,0.13
30.25,77.25,2024,9,28,1.14,26.68,76.47,95.29,21.8,0.65
30.25,77.75,2024,9,28,1.06,24.62,82.51,92.64,21.22,2.17
30.25,78.25,2024,9,28,1.06,22.3,84.79,88.67,19.45,3.85
30.25,78.75,2024,9,28,1.11,18.9,85.47,82.97,16.26,3.45
30.25,79.25,2024,9,28,1.08,15.27,85.82,77.14,12.77,3.69
30.25,79.75,2024,9,28,1.19,11.48,86.56,71.38,9.17,3.71
30.25,80.25,2024,9,28,1.26,7.82,87.98,66.31,5.82,4.38
30.25,80.75,2024,9,28,1.22,4.44,90.13,62.12,2.87,5.73
30.75,73.25,2024,9,28,1.57,32.17,52.72,98.47,20.76,0.23
30.75,73.75,2024,9,28,1.3,31.92,53.88,98.37,20.85,0.29
30.75,74.25,2024,9,28,1.34,32.07,52.6,98.27,20.59,0.26
30.75,74.75,2024,9,28,1.4,31.89,52.9,98.14,20.44,0.17
30.75,75.25,2024,9,28,1.4,31.37,55.09,97.97,20.57,0.11
30.75,75.75,2024,9,28,1.32,30.64,58.53,97.72,20.91,0.1
30.75,76.25,2024,9,28,1.19,29.92,61.66,97.31,21.12,0.15
30.75,76.75,2024,9,28,1.11,26.82,71.86,94.15,20.84,0.41
30.75,77.25,2024,9,28,1.14,23.23,79.53,89.16,19.19,1.7
30.75,77.75,2024,9,28,1.19,19.94,83.26,84.06,16.82,3.01
30.75,78.25,2024,9,28,1.24,16.42,83.11,78.65,13.37,3.36
30.75,78.75,2024,9,28,1.41,10.86,80.56,70.81,7.45,1.69
30.75,79.25,2024,9,28,1.52,6.72,82.14,64.8,3.65,1.46
30.75,79.75,2024,9,28,1.7,4.08,82.62,60.43,1.06,2.06
30.75,80.25,2024,9,28,1.86,2.51,83.29,57.92,-0.4,2.49
30.75,80.75,2024,9,28,1.99,1.51,85.09,56.82,-1.03,2.54
26.25,73.25,2024,9,29,1.21,28.92,78.4,97.97,24.51,1.53
26.25,73.75,2024,9,29,0.95,28.3,81.38,97.34,24.65,2.84
26.25,74.25,2024,9,29,0.89,27.91,80.58,96.44,24.14,2.49
26.25,74.75,2024,9,29,1.04,27.65,81.54,96.39,24.09,1.8
26.25,75.25,2024,9,29,1.17,27.54,83.11,96.79,24.31,1.26
26.25,75.75,2024,9,29,1.14,27.55,84.41,97.3,24.6,1.14
26.25,76.25,2024,9,29,0.88,27.6,84.78,97.64,24.74,1.42
26.25,76.75,2024,9,29,0.64,27.36,85.33,97.64,24.6,3.52
26.25,77.25,2024,9,29,0.7,27.01,86.42,97.72,24.47,4
26.25,77.75,2024,9,29,0.87,26.89,86.71,98,24.38,2.67
26.25,78.25,2024,9,29,1.06,26.97,86.39,98.45,24.38,0.78
26.25,78.75,2024,9,29,1.3,26.9,87.22,98.91,24.48,0.97
26.25,79.25,2024,9,29,1.66,26.35,89.27,99.12,24.37,4.56
26.25,79.75,2024,9,29,1.94,25.95,90.68,99.26,24.26,10.11
26.25,80.25,2024,9,29,2.08,25.71,91.57,99.35,24.2,15.43
26.25,80.75,2024,9,29,2.02,25.63,91.95,99.42,24.19,19.67
26.75,73.25,2024,9,29,1.18,29.49,73.32,97.58,23.82,1.33
26.75,73.75,2024,9,29,0.95,28.76,77.88,97.31,24.27,2.34
26.75,74.25,2024,9,29,0.97,28.44,77.32,96.8,23.87,1.83
26.75,74.75,2024,9,29,1.12,27.74,79.92,96.48,23.78,1.23
26.75,75.25,2024,9,29,1.28,27.19,83.06,96.48,23.93,0.77
26.75,75.75,2024,9,29,1.35,27,85.26,96.78,24.21,0.53
26.75,76.25,2024,9,29,1.22,27.1,86.19,97.13,24.5,0.55
26.75,76.75,2024,9,29,0.82,27.46,84.99,97.64,24.64,2.33
26.75,77.25,2024,9,29,0.77,27.37,85.61,98.16,24.65,3.22
26.75,77.75,2024,9,29,0.82,27.31,85.63,98.6,24.58,2.55
26.75,78.25,2024,9,29,0.86,27.4,84.94,98.89,24.51,1.06
26.75,78.75,2024,9,29,0.92,27.33,85.72,99.05,24.6,0.91
26.75,79.25,2024,9,29,1.17,26.86,87.04,99.14,24.41,0.77
26.75,79.75,2024,9,29,1.36,26.52,87.51,99.22,24.17,1.57
26.75,80.25,2024,9,29,1.43,26.23,87.73,99.3,23.93,3.65
26.75,80.75,2024,9,29,1.36,26.02,87.82,99.38,23.74,6.7
27.25,73.25,2024,9,29,1.27,30.61,65.64,97.47,22.84,1.13
27.25,73.75,2024,9,29,1.22,29.78,70.59,97.3,23.41,1.93
27.25,74.25,2024,9,29,1.26,29.14,72.14,97.02,23.23,1.36
27.25,74.75,2024,9,29,1.31,28,76.9,96.56,23.29,0.88
27.25,75.25,2024,9,29,1.37,26.96,81.9,96.19,23.44,0.55
27.25,75.75,2024,9,29,1.41,26.41,85.31,96.1,23.64,0.38
27.25,76.25,2024,9,29,1.41,26.52,86.41,96.47,23.98,0.4
27.25,76.75,2024,9,29,1.05,27.44,84.58,97.63,24.54,1.42
27.25,77.25,2024,9,29,0.83,27.72,83.62,98.34,24.6,2.19
27.25,77.75,2024,9,29,0.72,27.74,82.97,98.72,24.45,1.92
27.25,78.25,2024,9,29,0.68,27.71,82.85,98.89,24.38,1.26
27.25,78.75,2024,9,29,0.67,27.7,84.25,98.96,24.67,2.3
27.25,79.25,2024,9,29,0.87,27.36,85.85,99.05,24.66,3.23
27.25,79.75,2024,9,29,1.08,26.97,86.36,99.15,24.37,2.67
27.25,80.25,2024,9,29,1.13,26.67,85.79,99.24,23.94,4.23
27.25,80.75,2024,9,29,1.01,26.57,84.51,99.32,23.54,8.69
27.75,73.25,2024,9,29,1.32,32.05,57.76,97.79,21.85,0.84
27.75,73.75,2024,9,29,1.55,31.23,61.66,97.58,22.3,1.37
27.75,74.25,2024,9,29,1.59,30.14,65.48,97.3,22.38,1.01
27.75,74.75,2024,9,29,1.51,28.75,71.67,96.88,22.72,0.72
27.75,75.25,2024,9,29,1.41,27.47,78.16,96.47,23.09,0.5
27.75,75.75,2024,9,29,1.37,26.66,83.08,96.3,23.41,0.37
27.75,76.25,2024,9,29,1.36,26.65,84.75,96.7,23.76,0.38
27.75,76.75,2024,9,29,1.19,27.27,84.35,97.71,24.3,0.71
27.75,77.25,2024,9,29,0.93,27.73,82.79,98.38,24.43,1.15
27.75,77.75,2024,9,29,0.73,27.89,81.72,98.69,24.35,1.39
27.75,78.25,2024,9,29,0.63,27.81,82.14,98.76,24.34,2.4
27.75,78.75,2024,9,29,0.54,27.74,84.31,98.86,24.74,6.43
27.75,79.25,2024,9,29,0.85,27.41,86.54,98.97,24.86,8.61
27.75,79.75,2024,9,29,0.97,27.02,86.21,99.04,24.39,4.98
27.75,80.25,2024,9,29,0.92,26.83,84.49,99.12,23.81,2.9
27.75,80.75,2024,9,29,0.83,26.84,82.81,99.18,23.43,4.62
28.25,73.25,2024,9,29,1.4,33.2,52.05,98.31,21.15,0.54
28.25,73.75,2024,9,29,1.78,32.4,55.38,98.04,21.43,0.84
28.25,74.25,2024,9,29,1.78,31.22,59.5,97.78,21.61,0.7
28.25,74.75,2024,9,29,1.61,29.99,64.88,97.53,22.09,0.56
28.25,75.25,2024,9,29,1.43,28.89,70.82,97.33,22.66,0.44
28.25,75.75,2024,9,29,1.32,28.04,76.6,97.29,23.22,0.34
28.25,76.25,2024,9,29,1.3,27.46,81.5,97.62,23.79,0.33
28.25,76.75,2024,9,29,1.23,27.39,82.98,98,24.09,0.4
28.25,77.25,2024,9,29,1.06,27.55,83.01,98.36,24.28,0.71
28.25,77.75,2024,9,29,0.92,27.67,82.82,98.56,24.38,1.36
28.25,78.25,2024,9,29,0.84,27.65,83.23,98.62,24.45,3.02
28.25,78.75,2024,9,29,0.76,27.54,84.66,98.73,24.64,6.9
28.25,79.25,2024,9,29,0.95,27.25,85.68,98.81,24.54,7.85
28.25,79.75,2024,9,29,0.9,26.96,84.85,98.81,24.06,3.96
28.25,80.25,2024,9,29,0.81,26.85,83.28,98.75,23.61,0.78
28.25,80.75,2024,9,29,0.83,26.82,82.07,98.47,23.32,0.19
28.75,73.25,2024,9,29,1.55,33.63,49.53,98.7,20.8,0.31
28.75,73.75,2024,9,29,1.84,32.9,52.66,98.46,20.98,0.46
28.75,74.25,2024,9,29,1.74,32.04,55.43,98.29,21.07,0.42
28.75,74.75,2024,9,29,1.56,31.17,58.94,98.16,21.44,0.4
28.75,75.25,2024,9,29,1.36,30.4,63.16,98.08,21.98,0.38
28.75,75.75,2024,9,29,1.23,29.65,68.36,98.07,22.62,0.33
28.75,76.25,2024,9,29,1.21,28.71,75.03,98.17,23.32,0.3
28.75,76.75,2024,9,29,1.21,27.9,79.68,98.22,23.72,0.33
28.75,77.25,2024,9,29,1.12,27.5,82.32,98.32,24.02,0.6
28.75,77.75,2024,9,29,1.03,27.4,83.19,98.39,24.16,0.95
28.75,78.25,2024,9,29,0.97,27.4,83.05,98.42,24.14,1.41
28.75,78.75,2024,9,29,0.88,27.2,83.25,98.42,24,2.16
28.75,79.25,2024,9,29,0.93,26.85,83.08,98.03,23.6,2.09
28.75,79.75,2024,9,29,0.95,26.35,83.41,97.42,23.17,1.26
28.75,80.25,2024,9,29,0.89,25.78,83.31,96.17,22.56,0.64
28.75,80.75,2024,9,29,0.86,25.13,82.89,94.25,21.8,0.78
29.25,73.25,2024,9,29,1.6,33.51,48.76,98.87,20.51,0.19
29.25,73.75,2024,9,29,1.66,32.82,52.28,98.67,20.83,0.25
29.25,74.25,2024,9,29,1.49,32.34,53.71,98.57,20.79,0.23
29.25,74.75,2024,9,29,1.32,31.71,56.18,98.47,21.03,0.24
29.25,75.25,2024,9,29,1.19,31.15,58.96,98.39,21.38,0.24
29.25,75.75,2024,9,29,1.11,30.66,62.04,98.31,21.75,0.24
29.25,76.25,2024,9,29,1.06,29.98,66.19,98.25,22.14,0.22
29.25,76.75,2024,9,29,1.07,28.83,72.39,98.2,22.69,0.24
29.25,77.25,2024,9,29,1.01,27.74,79.06,98.17,23.39,0.47
29.25,77.75,2024,9,29,0.95,27.18,82.62,98.11,23.79,0.58
29.25,78.25,2024,9,29,0.91,26.94,83.06,97.76,23.69,0.53
29.25,78.75,2024,9,29,0.84,26.14,83.91,96.66,23.09,0.53
29.25,79.25,2024,9,29,0.94,24.66,84.63,93.85,21.74,1.27
29.25,79.75,2024,9,29,1.1,23.5,85.02,91.52,20.67,2.03
29.25,80.25,2024,9,29,1.07,22.35,84.91,88.96,19.5,2.28
29.25,80.75,2024,9,29,0.97,20.91,84.71,85.73,18,2.49
29.75,73.25,2024,9,29,1.45,33.2,49.11,98.92,20.42,0.13
29.75,73.75,2024,9,29,1.3,32.58,52.44,98.78,20.78,0.11
29.75,74.25,2024,9,29,1.16,32.28,53.14,98.64,20.64,0.1
29.75,74.75,2024,9,29,1.08,31.86,54.48,98.51,20.6,0.09
29.75,75.25,2024,9,29,1.05,31.48,55.75,98.38,20.64,0.09
29.75,75.75,2024,9,29,1.04,31.17,56.94,98.26,20.7,0.1
29.75,76.25,2024,9,29,1.04,30.77,58.72,98.14,20.74,0.1
29.75,76.75,2024,9,29,0.97,29.67,64.42,98,21.33,0.11
29.75,77.25,2024,9,29,0.88,27.99,74.47,97.77,22.47,0.3
29.75,77.75,2024,9,29,0.86,26.68,81.43,97.06,23.06,0.51
29.75,78.25,2024,9,29,0.93,25.58,84,95.19,22.57,0.89
29.75,78.75,2024,9,29,1.05,23.37,87,91.24,20.98,1.93
29.75,79.25,2024,9,29,1.09,21,87.25,86.5,18.69,2.99
29.75,79.75,2024,9,29,1.2,19.16,86.02,82.91,16.62,2.84
29.75,80.25,2024,9,29,1.26,16.87,84.26,79.02,13.99,2.28
29.75,80.75,2024,9,29,1.26,13.7,82.48,74.14,10.46,2.04
30.25,73.25,2024,9,29,1.15,32.89,49.31,98.9,20.25,0.06
30.25,73.75,2024,9,29,0.97,32.49,51.03,98.77,20.34,0.03
30.25,74.25,2024,9,29,0.9,32.42,50.31,98.63,19.94,0.03
30.25,74.75,2024,9,29,0.94,32.21,50.35,98.47,19.62,0.03
30.25,75.25,2024,9,29,1.01,31.84,51.42,98.31,19.58,0.03
30.25,75.75,2024,9,29,1.07,31.35,53.36,98.14,19.76,0.03
30.25,76.25,2024,9,29,1.16,30.8,55.53,97.98,19.83,0.04
30.25,76.75,2024,9,29,1.06,29.11,62.68,97.17,20.44,0.04
30.25,77.25,2024,9,29,1.02,26.84,72.61,95.52,21.03,0.14
30.25,77.75,2024,9,29,1.01,24.57,80.21,92.86,20.77,0.37
30.25,78.25,2024,9,29,1.06,22.24,83.71,88.89,19.22,0.81
30.25,78.75,2024,9,29,1.19,19.11,84.66,83.16,16.29,1.62
30.25,79.25,2024,9,29,1.23,15.77,83.26,77.31,12.74,2.01
30.25,79.75,2024,9,29,1.32,11.93,81.61,71.55,8.61,1.28
30.25,80.25,2024,9,29,1.39,8.13,79.06,66.49,4.32,0.56
30.25,80.75,2024,9,29,1.37,4.61,75.71,62.31,0.11,0.31
30.75,73.25,2024,9,29,0.93,32.85,47.12,98.81,19.51,0.03
30.75,73.75,2024,9,29,0.86,32.64,47.38,98.69,19.31,0.01
30.75,74.25,2024,9,29,0.83,32.67,46.15,98.58,18.88,0.01
30.75,74.75,2024,9,29,0.92,32.38,46.78,98.43,18.74,0.01
30.75,75.25,2024,9,29,1.02,31.83,48.88,98.25,18.88,0.01
30.75,75.75,2024,9,29,1.12,31.11,51.81,97.99,19.16,0.01
30.75,76.25,2024,9,29,1.23,30.28,54.69,97.57,19.26,0.02
30.75,76.75,2024,9,29,1.25,26.87,65.96,94.4,19.42,0.04
30.75,77.25,2024,9,29,1.27,23.13,74.63,89.38,18.05,0.06
30.75,77.75,2024,9,29,1.25,19.79,78.49,84.26,15.73,0.15
30.75,78.25,2024,9,29,1.22,16.39,77.36,78.85,12.18,0.22
30.75,78.75,2024,9,29,1.32,11.28,73.03,70.99,6.26,0.06
